,postdate,source,headline,btc_label,ltc_label,eth_label
20,2017-01-04 16:00:25,coindesk.com,a new bitcoin software update boasts more than 50 changes to the digital currency's codebase  ,0,0,0
21,2017-01-04 16:59:28,coindesk.com,insurance market advisors to the us treasury department are set to discuss blockchain tech this week ,0,0,0
22,2017-01-04 18:13:46,coindesk.com,"bitcoin prices have shot past the  1,100 mark having already risen more than  100 over the course of the day's trading ",0,0,0
23,2017-01-04 20:48:07,coindesk.com,the sec has delayed its decision on the winklevoss brothers' application for a bitcoin etf until after president elect donald trump is sworn in ,0,0,0
24,2017-01-04 23:15:15,coindesk.com,"bitcoin prices surged 4th january, surpassing  1,100 but proceeded to fall back amid sell side pressure ",0,0,0
25,2017-01-05 04:30:16,coindesk.com,"as bitcoin's price hovers close to an all time high, buy side pressure is mounting according to exchange data ",0,0,0
26,2017-01-05 11:02:29,coindesk.com,"governance, transparency and audibility could emerge as the three big hurdles for smart contracts this year, according to the founders of tezos ",0,0,0
27,2017-01-05 12:15:54,coindesk.com,"coindesk's corin faife recaps how last year saw one of bitcoin's biggest technology debates, setting the stage for a potentially pivotal 2017 ",0,0,0
28,2017-01-05 13:53:59,coindesk.com,bitcoin prices plunged nearly  200 in an hour this morning  ,0,0,0
29,2017-01-05 15:05:48,coindesk.com,industry insiders share their thoughts about a mysterious group known as enterprise ethereum ,0,0,0
30,2017-01-05 16:00:44,coindesk.com,bitcoin exchange bitstamp s funding campaign has netted more than  1 3m in capital to date   but it's not over yet ,0,0,0
31,2017-01-05 17:00:46,coindesk.com,coindesk contributor willy woo presents an in depth look at how bitcoin competes against other cryptocurrencies on two important attributes ,0,0,0
32,2017-01-05 19:15:53,coindesk.com,need a catch up on recent price developments? here's your go to primer ,0,0,0
33,2017-01-06 00:06:05,coindesk.com,"while bitcoin prices have had a crazy couple of days, they may have entered the eye of the storm late in the 5th january trading session  ",1,1,0
34,2017-01-06 11:14:46,coindesk.com,"researcher nolan bauerle looks at zcash, its privacy powered blockchain technology and how he believes it could empower economics in the future ",1,1,0
35,2017-01-06 12:41:51,coindesk.com,officials from the people's bank of china met with representatives of major bitcoin exchanges this week to issue a warning about their conduct ,1,1,0
36,2017-01-06 13:40:28,coindesk.com,"the price of bitcoin has sank more than 10 percent from the day s peak, a development that comes after a week of volatile market moves ",1,1,0
37,2017-01-06 14:00:14,coindesk.com,"as with the internet of things, blockchain adoption will face further hurdles  yet all hope is not lost, says peernova's dave hudson  ",1,1,0
38,2017-01-06 14:33:59,coindesk.com,china based bitcoin exchange btcc has publicly commented on statements issued by the country s central bank ,1,1,0
39,2017-01-06 15:20:26,coindesk.com,a bitcoin blockchain based internet is a step closer to reality thanks to this  5 3m investment in blockstack led by union square ventures ,1,1,0
40,2017-01-06 17:15:03,coindesk.com,the us department of energy (doe) has become the latest us agency to look into blockchain projects ,1,1,0
41,2017-01-06 18:05:20,coindesk.com,chinese regulators are reportedly looking into the use of bitcoin to avoid capital controls ,1,1,0
42,2017-01-07 00:21:57,coindesk.com,a look at the bitcoin price rallies from 2013 and the past few weeks  ,1,1,1
43,2017-01-07 03:15:41,coindesk.com,"just hours after it was first revealed that the people's bank of china (pboc) had held closed door meetings with domestic bitcoin exchanges, new ",1,1,1
44,2017-01-07 13:14:53,coindesk.com,"coindesk explains the secret meaning behind the only 10 bitcoin images you'll ever see  be warned, the world may never look the same again ",1,1,1
45,2017-01-07 15:34:44,coindesk.com,"bitcoin core developer eric lombrozo recaps a fraught year in bitcoin development, one that he believes could give way to a less contentious 2017 ",1,1,1
46,2017-01-08 12:13:41,coindesk.com,experts from smith   crown recap the year in icos   a new form of fundraising that is gaining popularity in the blockchain industry ,0,1,0
47,2017-01-08 16:30:09,coindesk.com,could blockchain be more user friendly? these industry insiders believe that is essential for adoption to increase in 2017 ,0,1,0
48,2017-01-09 10:58:59,coindesk.com,what's in store for ethereum in 2017? consensys believes the open source tech will be making inroads into the boardroom  ,1,1,1
49,2017-01-09 11:52:39,coindesk.com,coindesk's noelle acheson argues that bitcoin's price swings are overshadowing a deeper truth   the tech is becoming more and more stable ,1,1,1
50,2017-01-09 12:59:26,coindesk.com,"the dtcc is moving  11tn worth of derivatives transactions to a blockchain, thanks to a deal with ibm, r3cev and axoni ",1,1,1
51,2017-01-09 13:48:24,coindesk.com,"islamic state (is) militants are now using bitcoin, according to reports from authorities in indonesia  ",1,1,1
52,2017-01-09 14:25:03,coindesk.com,deloitte's eric piscini argues blockchain needs to prove its worth in the boardroom this year   or else risk 'enterprise fatigue' ,1,1,1
53,2017-01-09 15:15:21,coindesk.com,was barclays the leading bank when it came to blockchain in 2016? coindesk's bailey reutzel explores perception and reality ,1,1,1
54,2017-01-09 17:30:18,coindesk.com,an advisory council to the us treasury department met last week to discuss the application of blockchain to the insurance market ,1,1,1
55,2017-01-09 18:35:38,coindesk.com,india based axis bank will soon leverage cross border solutions offered by with distributed ledger startup ripple ,1,1,1
56,2017-01-09 20:40:03,coindesk.com,the former operator of the now defunct bitcoin exchange coin mx has pleaded guilty in federal court ,1,1,1
57,2017-01-09 22:51:01,coindesk.com,bitcoin prices continued to experience volatility on 9th january amid sustained market trends and concerns about chinese regulatory action  ,1,1,1
58,2017-01-10 05:00:17,coindesk.com,"in the face of increasingly diverse rumors, bitcoin exchange btcc is taking an optimistic view of how domestic regulation may progress ",0,0,0
59,2017-01-10 11:12:03,coindesk.com,bitfury's valery vavilov argues that blockchain technology will prove key to providing a more secure and inclusive world ,0,0,0
60,2017-01-10 12:00:32,coindesk.com,the national science foundation is seeking to fund research into how technologies like blockchain can improve cyberinfrastructure resilience ,0,0,0
61,2017-01-10 13:00:32,coindesk.com,"bitstamp is launching new markets for ripple s xrp digital asset, offering trading pairs for usd and euros ",0,0,0
62,2017-01-10 13:31:24,coindesk.com,"following meetings with the country's central bank last week, domestic bitcoin exchanges are calling for regulatory improvements in china ",0,0,0
63,2017-01-10 14:04:09,coindesk.com,"if there's an area that cries out for the efficiencies of blockchain, it's the mortgage industry  but are institutions ready for such major change?",0,0,0
64,2017-01-10 14:30:47,coindesk.com,a group working to bring a blockchain land registry to sweden has announced new updates ,0,0,0
65,2017-01-10 19:16:42,coindesk.com,a new investor note published today by analyst needham   company projects that a bitcoin exchange traded fund (etf) could attract as much as ,0,0,0
66,2017-01-10 21:40:22,coindesk.com,"in an attempt to disprove theories about his own death, controversial media mogul julian assange turned to the bitcoin blockchain today ",0,0,0
67,2017-01-10 23:51:09,coindesk.com,"zcash prices have been relatively calm over the last several weeks, experiencing modest volatility by cryptocurrency standards ",0,0,0
68,2017-01-11 10:49:00,coindesk.com,"bitcoin startup bitx is changing its name to luno, as it switched focus to the european market ",1,1,0
69,2017-01-11 12:04:38,coindesk.com,"chris burniske and adam white discuss their recently published white paper, setting out what they see as the tech's investment potential  ",1,1,0
70,2017-01-11 12:30:20,coindesk.com,the people's bank of china revealed today it has held additional meetings with major bitcoin exchanges ,1,1,0
71,2017-01-11 13:00:24,coindesk.com,a new public blockchain that would seek to merge requested design aspects of both the bitcoin and ethereum blockchains has raised  1m in funding ,1,1,0
72,2017-01-11 13:29:58,coindesk.com,"bitcoin prices tumbled more than 10  in morning trading, dipping below the  800 mark ",1,1,0
73,2017-01-11 14:15:50,coindesk.com,"r3cev ceo david rutter says what he calls the ""largest"" venture capital investment in the blockchain industry will be closed imminently ",1,1,0
74,2017-01-11 14:45:18,coindesk.com,"the us government agency responsible for health and safety is now studying blockchain tech 
",1,1,0
75,2017-01-11 15:23:45,coindesk.com,japan s government is sending three blockchain startups to the us as part of a technology innovation program ,1,1,0
76,2017-01-11 17:00:04,coindesk.com,"bitcoin movers and shakers at this year's ""satoshi roundtable"" will be joined by members of the world bank and other financial institutions ",1,1,0
77,2017-01-11 18:59:30,coindesk.com,"the bitcoin price slide that began this morning has continued, falling to its lowest level since early december ",1,1,0
78,2017-01-11 19:45:08,coindesk.com,"a us government watchdog wants more guidance from the irs on investing retirement accounts in digital currencies and other ""unconventional assets""  ",1,1,0
79,2017-01-11 21:10:59,coindesk.com,"following an increase in domestic bitcoin interest, a research center backed by india's central bank is now researching blockchain 
",1,1,0
80,2017-01-12 00:13:38,coindesk.com,developers can now test an early version of bitcoin's much hyped lightning network  released by one of the most prominent startups working on the ,1,0,0
81,2017-01-12 01:02:45,coindesk.com,swift's newest blockchain project is aimed at improving the management of its so called nostro accounts for cross border payment ,1,0,0
82,2017-01-12 10:48:13,coindesk.com,a group of individuals has been accused of smashing dozens of bitcoin atms in a bid to gain a competitive edge ,1,0,0
83,2017-01-12 11:45:55,coindesk.com,one lawyer is fighting back against what he sees as a government overreach that affects bitcoin users  here's his story ,1,0,0
84,2017-01-12 13:28:21,coindesk.com,"despite recent reports suggesting china's central bank is casting a critical eye on domestic bitcoin exchanges, local traders remain largely unfazed ",1,0,0
85,2017-01-12 14:02:12,coindesk.com," big four  accounting firm deloitte has launched its second blockchain focused r d  lab, with more planned for later in 2017 ",1,0,0
86,2017-01-12 15:25:09,coindesk.com,the postal savings bank of china (psbc) has built a blockchain based asset management system in partnership with ibm ,1,0,0
87,2017-01-12 17:30:18,coindesk.com,a long running bitcoin investment platform is shifting gears in light of regulatory scrutiny in china ,1,0,0
88,2017-01-12 20:40:23,coindesk.com,data shows that american consumers aren't filing many complaints with the us government's consumer watchdog ,1,0,0
89,2017-01-13 01:03:36,coindesk.com,"bitcoin prices enjoyed a respite from sharp volatility on 12th january, fluctuating primarily within relatively modest ranges  ",0,1,1
90,2017-01-13 10:56:14,coindesk.com,fintech expert simon taylor discusses what he sees as the challenges (and opportunities) ahead for enterprise applications of distributed ledger tech ,0,1,1
91,2017-01-13 12:52:36,coindesk.com,"three months since its launch, not many people appear to be using zcash's signature 'shielded addresses' ",0,1,1
92,2017-01-13 13:21:11,coindesk.com,"china's major bitcoin exchanges halted, or otherwise updated, their lending based bitcoin trading services today ",0,1,1
93,2017-01-13 15:55:10,coindesk.com,"chris burniske is blockchain products lead at ark invest, an investment manager focused on disruptive innovation and co author of the new white ",0,1,1
94,2017-01-13 17:50:46,coindesk.com,an attempt by the irs to obtain user records from digital currency exchange coinbase just got more complicated ,0,1,1
95,2017-01-13 19:40:28,coindesk.com,"israel s government is set to apply capital gains tax to bitcoin sales, categorizing digital currencies as a type of property ",0,1,1
96,2017-01-13 20:35:23,coindesk.com,"the next eight years could see the blockchain marketplace grow to nearly  8bn in value, according to a new research report ",0,1,1
97,2017-01-13 21:15:46,coindesk.com,local advertisements for onecoin and other digital currencies have drawn the ire of nigeria s top securities regulatory ,0,1,1
98,2017-01-13 23:10:08,coindesk.com,"ethereum classic just forked again, putting in place a change that delays a so called ""difficulty bomb"" on the network  ",0,1,1
99,2017-01-14 13:00:37,coindesk.com,the suspense surrounding potential bitcoin regulations in china served to limit this week's price movements  ,1,0,1
100,2017-01-14 14:00:49,coindesk.com,ledger labs' josh stark breaks the complexities of blockchain law down into two relatively simple categories ,1,0,1
101,2017-01-15 12:30:55,coindesk.com,jens albers examines how he believes the rise of populism in politics could be undone by blockchain technology ,1,0,0
102,2017-01-15 14:46:02,coindesk.com,bailey reutzel speaks to the controversial pair behind bitcoin uncensored and tries to separate their truths from their blockchain industry trolling ,1,0,0
103,2017-01-16 11:15:12,coindesk.com,noelle acheson tells us why last week gave a glimpse of how blockchain tech will go mainstream ,1,1,1
104,2017-01-16 12:00:47,coindesk.com,is 'blockchain' failing? entrepreneur pavel kravchenko argues the answer to that question may be in the eye of the beholder ,1,1,1
105,2017-01-16 13:01:24,coindesk.com,the world's largest gbp bitcoin exchange has announced it will adopt a 'no fee' trading policy starting later this week ,1,1,1
106,2017-01-16 14:00:12,coindesk.com,"the us federal trade commission is hosting a fintech gathering on 9th march, dedicated in part to blockchain tech and its impact on consumers ",1,1,1
107,2017-01-16 14:30:43,coindesk.com,"in the wake of brexit, the republic of ireland could become the go to european hub for fintech and blockchain companies ",1,1,1
108,2017-01-16 15:30:54,coindesk.com,coinbase ceo brian armstrong recently weighed in on his startup's ongoing fight with the irs ,1,1,1
109,2017-01-16 19:40:07,coindesk.com,russia s central bank is continuing to grow its blockchain footprint ,1,1,1
110,2017-01-16 21:59:57,coindesk.com,"bitcoin markets could see ""a series of failed rallies"" in the period ahead, according to one major bitcoin hedge fund ",1,1,1
111,2017-01-16 23:50:32,coindesk.com,a tranquil day in bitcoin markets  ,1,1,1
112,2017-01-17 11:30:31,coindesk.com,the uae central bank is seeking to prohibit the use of digital currencies in the financial sector  ,0,0,1
113,2017-01-17 12:00:32,coindesk.com,coindesk reviews the best of the 50 articles that made up our '2016 in review' series ,0,0,1
114,2017-01-17 12:51:43,coindesk.com,gamification emerged as a major trend at the third annual miami bitcoin hackathon this week  here's our summary of the event ,0,0,1
115,2017-01-17 13:33:06,coindesk.com,a new report from accenture posits that large investment banks could trim their operational costs by as much as  12bn annually ,0,0,1
116,2017-01-17 14:00:12,coindesk.com,deloitte's new blockchain laboratory in new york city is dedicated to capitalizing on the city's diverse set of industries ,0,0,1
117,2017-01-17 14:35:45,coindesk.com,"after trials and turbulence last week, the price of bitcoin is up more than 7  today already ",0,0,1
118,2017-01-17 16:41:24,coindesk.com,bitcoin micropayments startup satoshipay has secured nearly  700k in new capital as part of a broader fundraising effort ,0,0,1
119,2017-01-17 18:00:41,coindesk.com,"san francisco based bitcoin exchange coinbase has been granted its new york bitlicense, allowing it to continue doing business in the state ",0,0,1
120,2017-01-17 19:45:07,coindesk.com,a study by investor and trader willy woo suggests china's bitcoin volume may be 15  lower than long suspected ,0,0,1
121,2017-01-17 21:00:22,coindesk.com,a group of international law enforcement groups and government bodies are hosting a conference on money laundering and digital currencies this week ,0,0,1
122,2017-01-17 23:10:09,coindesk.com,"bitcoin prices surged more than 9  on 17th january, surpassing  900 for the first time in nearly a week  ",0,0,1
123,2017-01-18 11:00:03,coindesk.com,blockchain powered securities trading platform t  has acquired a singapore technology firm as part of plans to enhance its information services ,1,1,1
124,2017-01-18 12:00:28,coindesk.com,william mougayar examines what it would take to introduce technologies and standards that make blockchain as ubiquitous and user friendly as the web ,1,1,1
125,2017-01-18 13:00:08,coindesk.com,"shanghai based juzhen financials plans to launch its own proprietary blockchain technology for banks this year 
",1,1,1
126,2017-01-18 13:30:11,coindesk.com,"central banks should pursue applications of blockchain, a senior ecb official said this week   but not at the expense of their reputation ",1,1,1
127,2017-01-18 14:15:13,coindesk.com,"da's work with the asx has resulted in some unhappy stakeholders, but it's all just a part of the process according to parties involved ",1,1,1
128,2017-01-18 15:03:18,coindesk.com,a group of seven major banks is partnering on a new blockchain based trade finance project ,1,1,1
129,2017-01-18 15:10:07,coindesk.com,china's central bank is reportedly set to issue findings from its inspections on domestic bitcoin exchanges ,1,1,1
130,2017-01-18 16:47:10,coindesk.com,nigeria s central bank has a message for domestic institutions  don t touch virtual currencies ,1,1,1
131,2017-01-18 19:20:11,coindesk.com,"a dive into casper, the forthcoming protocol that could radically change the rules of one of the largest blockchain networks ",1,1,1
132,2017-01-18 22:00:14,coindesk.com,"blockchain is  an important technology  given its potential impact on the global financial system, federal reserve chief janet yellen said today ",1,1,1
133,2017-01-18 22:29:19,coindesk.com,coinbase co founder fred ehrsam is leaving the san francisco based bitcoin startup for undisclosed opportunities ,1,1,1
134,2017-01-19 10:00:01,coindesk.com,hsbc has added the former ceo of distributed ledger startup ripple to its newly minted technology advisory board ,0,1,1
135,2017-01-19 11:00:17,coindesk.com,"monero prices plunged roughly 10  on 18th january, tracking a drop in bitcoin prices as the larger cryptocurrency suffered news related declines ",0,1,1
136,2017-01-19 12:00:29,coindesk.com,deutsche b rse and a number of central securities depositories are working to build a blockchain solution for collateral management ,0,1,1
137,2017-01-19 12:25:14,coindesk.com,"huobi and okcoin, two of the world's largest bitcoin exchange businesses by volume, have formally announced they have halted margin trading services ",0,1,1
138,2017-01-19 13:33:41,coindesk.com,a new bill filed in the washington state senate seeks to prohibit local marijuana businesses from using digital currency ,0,1,1
139,2017-01-19 14:15:15,coindesk.com,the linux foundation led hyperledger initiative has added a new blockchain deployment tool to its growing pool of projects ,0,1,1
140,2017-01-19 16:00:38,coindesk.com,"finra, the self regulatory organization for us brokers, could see some of its rules impacted by blockchain ",0,1,1
141,2017-01-19 21:00:10,coindesk.com,"the new ""acting commissioner"" of the cftc, christopher giancarlo, has laid out his vision for the future of blockchain regulations ",0,1,1
142,2017-01-19 22:55:13,coindesk.com,"bitcoin prices once again surpassed  900, exceeding this level in spite of the recent announcement that huobi and okcoin had stopped margin trading ",0,1,1
143,2017-01-20 10:05:39,coindesk.com,could blockstream's liquid project soon offer financial firms a better solution than standard private blockchains?,1,1,1
144,2017-01-20 11:00:17,coindesk.com,"commentators have largely supported the state of illinois s approach to regulating digital currencies, public documents reveal ",1,1,1
145,2017-01-20 12:00:10,coindesk.com,work on integrating zcash's privacy focused tech with ethereum s distributed applications platform has reached a notable new stage ,1,1,1
146,2017-01-20 13:00:25,coindesk.com,the lawyer who helped craft gemini's legal infrastructure predicts sec approval for bitcoin etfs probably won't happen soon ,1,1,1
147,2017-01-20 14:44:47,coindesk.com,"will blockchain tech disrupt venture capital? coindesk is seeking your opinions on the state of blockchain based token sales, also known as icos ",1,1,1
148,2017-01-20 15:30:51,coindesk.com,"financial firms need to be mindful of cybersecurity as they look to integrate blockchain, a top it security agency for the european union said ",1,1,1
149,2017-01-20 18:30:26,coindesk.com,"  when donald trump won the presidential election in november, the price of bitcoin jumped  following his inauguration today   not so much  on ",1,1,1
150,2017-01-20 19:35:15,coindesk.com,the hong kong stock exchange is looking to blockchain as it begins work on a next generation transaction settlement system ,1,1,1
151,2017-01-21 14:52:35,coindesk.com,"bitcoin prices stayed largely within specific ranges this week, as traders tended to sit on the sidelines  ",0,0,0
152,2017-01-21 15:45:18,coindesk.com,abra ceo bill barhydt talks to coindesk about the bitcoin payments startup's long awaited global rollout next month ,0,0,0
153,2017-01-22 13:02:00,coindesk.com,"as print newspapers suffer from the move to digital, and online ad revenues prove an insufficient funding model, could crypto tokens fill the gap?",1,1,1
154,2017-01-22 14:20:30,coindesk.com,a new project envisions how motorists' lives could be made easier by automated payments over a blockchain ,1,1,1
155,2017-01-23 11:00:40,coindesk.com,coindesk's noelle acheson argues a new small business blockchain effort out of the eu may have bigger implications than it seems ,0,0,0
156,2017-01-23 12:00:13,coindesk.com,china's 'big three' bitcoin exchanges have taken the combined decision to drop trading fees following central bank talks ,0,0,0
157,2017-01-23 13:50:36,coindesk.com,professional services firm deloitte has officially opened its dublin based blockchain lab ,0,0,0
158,2017-01-23 14:15:05,coindesk.com,"thanks to a recent venture capital infusion, bitcoin swaps firm ledgerx is closer to final approval from the cftc to open for business ",0,0,0
159,2017-01-23 15:00:20,coindesk.com,exchange operator nasdaq has come to some positive conclusions about a blockchain e voting trial it conducted in estonia last year ,0,0,0
160,2017-01-23 17:36:10,coindesk.com,"a late night robbery in montreal resulted in the theft of a bitcoin atm, according to representatives at the shop where it was stored ",0,0,0
161,2017-01-23 20:45:10,coindesk.com,work is advancing on a highly anticipated bitcoin project originally proposed by an anonymous cryptographer going under the french name of harry ,0,0,0
162,2017-01-23 22:00:17,coindesk.com,"freelancer marketplace fiverr has discontinued bitcoin payments, citing a lack of interest ",0,0,0
163,2017-01-23 23:36:06,coindesk.com,a proposed ethereum classic investment vehicle has reignited an old debate while raising new questions ,0,0,0
164,2017-01-24 11:00:12,coindesk.com,deutsche b rse has unveiled a new blockchain proof of concept focused on commercial bank money transfers ,1,0,1
165,2017-01-24 12:00:38,coindesk.com,"while the ico party should continue, startups need to take precautions to avoid ending up in tears at the end, argues william mougayar  ",1,0,1
166,2017-01-24 13:32:09,coindesk.com,"news of a planned investment trust based on ether classic has seen prices climb, but the token still has much to prove, analysts say  ",1,0,1
167,2017-01-24 14:00:45,coindesk.com,"bitcoin prices have remained largely unchanged today, fluctuating around  900 despite new trading fees on the three largest exchanges ",1,0,1
168,2017-01-24 15:52:52,coindesk.com,china based bitcoin exchange huobi announced another update to its trading fee policies today ,1,0,1
169,2017-01-24 18:00:35,coindesk.com,"blockchain identity startup cambridge blockchain has raised more than  1 78m in new funding, public records show ",1,0,1
170,2017-01-24 18:59:17,coindesk.com,japan s central bank is set to host an event focused on distributed ledger tech next month ,1,0,1
171,2017-01-24 20:45:21,coindesk.com,"ethereum smart contracts might one day be used to combat 'mining centralization', if a new project called smartpool comes to fruition ",1,0,1
172,2017-01-25 10:00:14,coindesk.com,a blockchain friendly member of congress faced confirmation hearings on capitol hill yesterday in his bid to lead the office of management and budget ,1,1,1
173,2017-01-25 11:00:17,coindesk.com,"bitcoin trading volumes continued to suffer a free fall on 24th january, as markets reacted to fee policy changes at major chinese exchanges ",1,1,1
174,2017-01-25 13:11:00,coindesk.com,china's central bank issued a new statement today indicating it will continue to inspect domestic bitcoin exchanges ,1,1,1
175,2017-01-25 14:00:14,coindesk.com,"day one of the satoshi roundtable conference saw fervent debate on a range of topics, though scaling once again took the center stage ",1,1,1
176,2017-01-25 15:00:14,coindesk.com,nasa tech lies at the heart of a new microsoft blockchain project that would closely track products as they move around the world ,1,1,1
177,2017-01-25 15:45:13,coindesk.com,a senior risk analyst for europe s securities markets watchdog has said it's too early to predict the regulatory impact of dlt ,1,1,1
178,2017-01-25 16:58:06,coindesk.com,"bitcoin prices fell below  900 during late night trading, continuing that trend as the day continues 
",1,1,1
179,2017-01-25 17:48:05,coindesk.com,a major bank in australia is testing blockchain for the exchange of government bonds ,1,1,1
180,2017-01-25 20:06:11,coindesk.com,"distributed ledger tech could ""reshape"" banking, bank of england chief mark carney said today ",1,1,1
181,2017-01-25 22:08:25,coindesk.com,"even after seeing their trading volume drop sharply as of late, major chinese exchanges are still coming out on top in terms of transaction activity ",1,1,1
182,2017-01-26 04:20:20,coindesk.com,"the people's bank of china has reportedly tested a blockchain based digital currency along with a number of major commercial banks 
",1,1,0
183,2017-01-26 12:00:08,coindesk.com,day two at the satoshi roundtable saw guests try to break new ground on some of the larger issues facing bitcoin and regroup around its core values ,1,1,0
184,2017-01-26 13:28:27,coindesk.com,the governor of south africa's central bank struck a positive note on blockchain earlier this month  ,1,1,0
185,2017-01-26 14:25:53,coindesk.com,"a new deal with credit china fintech, valued at  30m, will see see bitfury establish a joint venture in china ",1,1,0
186,2017-01-26 14:56:33,coindesk.com,the head of germany s central bank spoke about the utility of blockchain during a g20 summit speech earlier this week ,1,1,0
187,2017-01-26 15:40:41,coindesk.com,"if the gossip at a recent invite only bitcoin conference is any indication, news may be forthcoming in the long simmering satoshi nakamoto saga  ",1,1,0
188,2017-01-26 16:19:13,coindesk.com,"alternative lending platform lendingrobot has taken its first step toward moving the assets it currently manages to a blockchain 
",1,1,0
189,2017-01-26 18:16:00,coindesk.com,the irs is pushing back against coinbase's efforts to intervene in a case over bitcoin user records  ,1,1,0
190,2017-01-26 21:15:07,coindesk.com,bitcoin wallet company xapo announced today that it has received an early nod of approval from a key swiss regulator ,1,1,0
191,2017-01-27 02:20:18,coindesk.com,"bitcoin trading volume continued to decline on 26th january, following the trend that began when major chinese exchanges began charging trading fees  ",1,0,1
192,2017-01-27 13:30:54,coindesk.com,financial advisory firm rothschild   co  issued an unusual warning on monday  stay away from a fake and fraudulent digital currency ,1,0,1
193,2017-01-27 14:00:28,coindesk.com,a group of fortune 500 companies is teaming up with blockchain startups to develop a protocol that will integrate iot devices and blockchain tech ,1,0,1
194,2017-01-27 14:30:29,coindesk.com,a major bank in canada is seeking a patent for a secure means of processing payments that could connect with a public blockchain ,1,0,1
195,2017-01-27 15:20:36,coindesk.com,a new working paper from a us central bank working group is predicting big things for dlt ,1,0,1
196,2017-01-27 16:55:08,coindesk.com,day one of a blockchain security conference at stanford university played host to an evolving   but predominantly serious   discussion on the ,1,0,1
197,2017-01-27 18:43:30,coindesk.com,legislators gathered this week to hold a hearing on a measure that would prohibit cannabis firms in the state of washington from working with bitcoin ,1,0,1
198,2017-01-28 13:30:05,coindesk.com,"bitcoin volume has been migrating to no fee exchanges, data shows, but analysts suggest it will be a short term trend ",0,0,0
199,2017-01-28 18:03:22,coindesk.com,ledger's new hardware wallet is the most costly on the market  does it have the features to justify the expense? bitgo's jameson lopp investigates ,0,0,0
200,2017-01-29 13:00:46,coindesk.com,"the system that secures bitcoin, proof of work, demands vast amounts of energy   and that's a prize problem to solve, say researchers ",1,1,1
201,2017-01-29 17:15:12,coindesk.com,"progress on incorporating zcash's anonymity into ethereum indicates an ongoing, fragmented effort to make major blockchain networks more compatible ",1,1,1
202,2017-01-30 04:48:58,coindesk.com,taiwanese insurance giant fubon life is aiming to place a sports blockchain called bravelog at the heart of its blockchain initiatives ,1,1,1
203,2017-01-30 11:00:08,coindesk.com,coindesk's noelle acheson frames china's recent moves in the bitcoin sector as part of its broader attempts to find its place on the world stage ,1,1,1
204,2017-01-30 13:30:52,coindesk.com,"if entrepreneurs at this london blockchain startup are right, hotels of the future could one day feature iot powered room access ",1,1,1
205,2017-01-30 14:30:16,coindesk.com,the international monetary fund and dubai s ministry of finance will co host a fintech seminar focusing on blockchain and cryptocurrencies next ,1,1,1
