username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
orionwl;2018-02-28 03:58;0;0;"Same. I have very good experiences with ASUS, up to now, at least with their motherboards. This is the first laptop I have from them, and probably the last.";;;;"968817656840192000";https://twitter.com/orionwl/status/968817656840192000
orionwl;2018-02-28 03:40;0;0;"Yes, I considered the purism. But had to buy this one due to time pressure, my old laptop broke down.";;;;"968813035442733058";https://twitter.com/orionwl/status/968813035442733058
orionwl;2018-02-27 08:45;0;6;"Yes I've come to prefer it, mutt has fairly good gpg support as well. BTW: no need to make a new one for just that. You can extend the pgp key expiration date (w/ gpg --edit-key, expire) and push the updated key to keyservers, in principle even after it expires.";;;;"968527425389977601";https://twitter.com/orionwl/status/968527425389977601
orionwl;2018-02-27 08:35;0;6;"it's mutt ( http:// mutt.org / )!";;;;"968525047781576706";https://twitter.com/orionwl/status/968525047781576706
orionwl;2018-02-27 08:06;26;99;"Sigh, tried to report a couple of firmware bugs, their solution: "use Windows!". Why did I even bother? Why is "we only support Windows" still a thing in 2018... I should look into @coreboot_org I guess. pic.twitter.com/2PcJgjD6oD";;@coreboot_org;;"968517661704556545";https://twitter.com/orionwl/status/968517661704556545
orionwl;2018-02-27 07:13;0;2;"+1, though this might be a little step in the way to that. Now that Vulkan is truly a cross-platform gfx API, likely more games and applications will target it. As emulation will always be slower, this would result in be more, not less pressure on APL to support the API natively.";;;;"968504391878828033";https://twitter.com/orionwl/status/968504391878828033
orionwl;2018-02-26 04:22;7;30;"HW RNG devs: don't do this please! but report errors out of band (or in extra bit). 0 is not a special number, treating it as such produces biased random numbers which are not useful for cryptographic purposes. pic.twitter.com/67FFxpMB3H";;;;"968098932034297856";https://twitter.com/orionwl/status/968098932034297856
orionwl;2018-02-26 02:32;0;3;"That query is not specific enough to give recommendation. I have development, testing, release tasks spread over many machines, VMs, ARM dev boards (RiscV is coming). Tho if you want to go for raw build/testing speed,you probably can't do better than this: https:// twitter.com/RCasatta/statu s/961981205888536576 …";;;;"968071255235719170";https://twitter.com/orionwl/status/968071255235719170
orionwl;2018-02-18 03:24;0;3;"Trust anchors are extremely difficult going forward, yes. Government bureaucracies hold your identity hostage to agendas and power games. Corporate bureaucracies don't care abt individuals. Maybe family/close friends, but all are open to social engineering attacks.";;;;"965185257866657792";https://twitter.com/orionwl/status/965185257866657792
orionwl;2018-02-18 00:32;81;242;"Kafka is underestimated as father of modern tech. "The Castle" is about the struggle to get an audience with a human being at Fbook. "The Trial" about an alleged DMCA circumvention. In "Metamorphosis" the protagonist loses their private keys and is no longer recognized by anyone. https:// twitter.com/Jenny_ft_Bchai n/status/964987651651788800 …";;;;"965141855234068485";https://twitter.com/orionwl/status/965141855234068485
orionwl;2018-02-17 02:46;0;1;"There's certainly a pattern there. The Chinese Firewall as example. Countries blocking sites used to be seen as heresy, now even the UK does it. China tends to be an early adopter of systems of social control. The western democracies are slower, but it feels inevitable.";;;;"964813326768328706";https://twitter.com/orionwl/status/964813326768328706
orionwl;2018-02-17 00:19;1;9;"Huh! I remember getting weird mails about whether bitcoin was designed by an AI. Never understood where that was coming from. That gives some reference. So many cranks and crackpots, and those smashing together tech buzzwords at random, it's not funny.";;;;"964776344998633472";https://twitter.com/orionwl/status/964776344998633472
orionwl;2018-02-17 00:03;0;0;"hey v3|v4! welcome back again. congratulations for completing another iteration.";;;;"964772386406006784";https://twitter.com/orionwl/status/964772386406006784
orionwl;2018-02-16 04:59;1;11;"It's a long step from "defense is necessary" to "never-ending arms races are necessary". I'm worried about the second-order effects of being surrounded by ever more machines designed to make holes in people at the slightest provocation. I'll leave it at that.";;;;"964484326724395008";https://twitter.com/orionwl/status/964484326724395008
orionwl;2018-02-16 04:22;0;5;"People want to feel safe, primarily. So, what I am not convinced about, is that having more offensive capability always the way to achieve defense. It is a typical way of thinking, though. Speaking of the state, police militarization is the same issue.";;;;"964475027763625984";https://twitter.com/orionwl/status/964475027763625984
orionwl;2018-02-16 01:32;1;10;"The gravestones are extremely premature but I really like the giant, wild flower symbolism there. Bitcoin as a re-vitalizing force.";;;;"964432204444065792";https://twitter.com/orionwl/status/964432204444065792
orionwl;2018-02-16 00:40;1;17;"It seems that something in (mainly US?) thinking prevents de-escalating weapons races. From the state level (nuclear arsenal) to local level between citizens. The answer is always "more weapons". More weapons than people? No problem, give them to drones, robot dogs, gun turrets.";;;;"964419101803274240";https://twitter.com/orionwl/status/964419101803274240
orionwl;2018-02-15 05:02;2;16;"TIL! So is this cypherpunk's "punk is dead" moment? And without the "punk" element, were military and intelligence agencies the real cypherpunks all along, sending their encrypted orders over radio, ARPAnet, mesh networks? Orwell spinning in his grave: a new, clean energy source.";;;;"964122797265039360";https://twitter.com/orionwl/status/964122797265039360
orionwl;2018-02-15 00:58;0;2;"Yup, this is common in all embedded GPUs. The etnaviv kernel driver has a similar command stream parser. Only the newer generations of Vivante GPU cores have MMU that does address space isolation properly, and doesn't need it anymore.";;;;"964061246952738816";https://twitter.com/orionwl/status/964061246952738816
orionwl;2018-02-15 00:17;1;69;"Libertarian (?) upbringing 101: People that are nice to you obviously always have your best interests at heart. If someone in power believes they are doing good, it means they are. Only bad people do bad things, and they are like movie villains, cruel to everyone all the time.";;;;"964051029368213504";https://twitter.com/orionwl/status/964051029368213504
orionwl;2018-02-13 23:54;0;1;"Cool! For info: there are two test suites; one are the unit tests that are run with `make check`, the other are functional (integration) tests, run with `test/functional/test_runner.py`. Both need to be run for the highest test coverage.";;;;"963682757225349124";https://twitter.com/orionwl/status/963682757225349124
orionwl;2018-02-13 23:19;1;14;"Testing is a large focus of the project. For reference the many test-related changes every release contains: https:// github.com/bitcoin/bitcoi n/blob/0.16/doc/release-notes.md#tests-and-qa …";;;#tests;"963674009782059013";https://twitter.com/orionwl/status/963674009782059013
orionwl;2018-02-13 02:17;0;2;"Yes I agree with regard to the speculators, lambo kids, and all this 'crypto' hype... So much noise in the space.";;;;"963356348892303361";https://twitter.com/orionwl/status/963356348892303361
orionwl;2018-02-13 02:12;0;1;"But you're right, Segwit is a step along the way :) It gives somewhat larger bandwidth for transactions (by splitting off the signatures), and is a fix (for transaction malleability) that makes off-chain protocols such as lightning feasible.";;;;"963355222264504321";https://twitter.com/orionwl/status/963355222264504321
orionwl;2018-02-13 02:10;0;2;"This would allow paying e.g. coffee in bitcoin again, not just houses etc. Settlement is instant which is good for in-person payments. This is still not enough for everyone to use bitcoin globally, that'd require a unrealistically large network, but it's a magnitude improvement.";;;;"963354782894317569";https://twitter.com/orionwl/status/963354782894317569
orionwl;2018-02-13 02:08;0;2;""Lightning" is a proposed protocol like this. It establishes payment channels between nodes, and routes payments peer-to-peer, only settling on-chain when this is necessary. This reduces the L1 transaction load substantially.";;;;"963354118952714240";https://twitter.com/orionwl/status/963354118952714240
orionwl;2018-02-13 02:07;0;2;"Indeed! With many transactions, the bidding for fees causes transactions to be expensive, crowding out smaller ones. The blockchain is a 1MB/10min all-to-all channel, and widening it is frought with risk. An efficient payment protocol would be peer-to-peer and can run on top.";;;;"963353904800063489";https://twitter.com/orionwl/status/963353904800063489
orionwl;2018-02-13 01:46;0;0;"The censorship-resistant aspect is what puts a sword above paypal+etc's head, not the competition on fees. Unfortunately bitcoin has been mis-sold by many people as a *cheap* way to do transactions for a long time. That isn't and won't be true without a L2 solution.";;;;"963348552842973184";https://twitter.com/orionwl/status/963348552842973184
orionwl;2018-02-12 08:21;0;8;"Not from GH itself, AFAIK. There's a script running for the bitcoin core repository that does an incremental backup of issues and pull requests from the github API, and puts the result in a git repository: https:// github.com/zw/bitcoin-gh- meta …";;;;"963085752631472128";https://twitter.com/orionwl/status/963085752631472128
orionwl;2018-02-12 06:36;1;5;"If they require that that's up to them. I'll not be part of it, or any power fantasies for that matter.";;;;"963059301609885696";https://twitter.com/orionwl/status/963059301609885696
orionwl;2018-02-12 06:24;2;7;"What, the regulators will require renaming the software project? LOL. Where, what? Any precedent on courts requiring naming of open source projects (apart from copyright kerfuffles)? Thought so.";;;;"963056197300621313";https://twitter.com/orionwl/status/963056197300621313
orionwl;2018-02-12 06:16;1;14;"They were pushing the term 'core' to distinguish the name of the software from the currency and P2P network, which is how we're still using it. This makes place for naming other compatible implementations (such as Bitcoin Knots). Calling the currency "Bitcoin Core" is stupid.";;;;"963054087368519681";https://twitter.com/orionwl/status/963054087368519681
orionwl;2018-02-12 00:41;0;4;"The gold color was seen to create too much association with casinos, scams, etc, so a more neutral orange was chosen. In contrast to wide misunderstanding it's not because orange is The Netherlands' national color :)";;;;"962969867405156352";https://twitter.com/orionwl/status/962969867405156352
orionwl;2018-02-12 00:33;0;4;"It was so continuously lampooned as "Mario coin" that there was supposed need for a more "businessy" logo, that's why the orange logo caught on, from what I remember.";;;;"962967803828621312";https://twitter.com/orionwl/status/962967803828621312
orionwl;2018-02-12 00:07;1;26;"They could at least have included @nntaleb 's "Bitcoin" article. Also @hrdng and @aantonop sorely missing from that list.";;@nntaleb @hrdng @aantonop;;"962961305014538241";https://twitter.com/orionwl/status/962961305014538241
orionwl;2018-02-11 00:52;0;3;"To limit rescanning range, always pass a key birthday if possible. That said, there is likely scope for making rescan faster by optimizing the code. The case where only spendable outputs are needed w/out history could be much faster by scanning over the UTXO set instead of blocks";;;;"962610340595994624";https://twitter.com/orionwl/status/962610340595994624
orionwl;2018-02-11 00:45;0;2;"Adding an address to the wallet causes a 'rescan' which is a different operation from 'reindex', that involves scanning over blocks from disk for transactions matching the wallet. It does not validate signatures at all.";;;;"962608625624678400";https://twitter.com/orionwl/status/962608625624678400
orionwl;2018-02-10 00:26;0;2;"probably going to get one of them as well, would decrease the time I need to wait for compiles and reindex tests. And I prefer AMD anyhow.";;;;"962241275251568641";https://twitter.com/orionwl/status/962241275251568641
orionwl;2018-02-09 09:58;0;2;"Yes, afaik a reindex does the same validation of blocks on disk as of blocks that normally come from the network.";;;;"962022821294587904";https://twitter.com/orionwl/status/962022821294587904
orionwl;2018-02-09 09:29;0;5;"Could also time a full reindex. It's not exactly the same (different i/o workload due to reading blocks from disk instead of network) but the verification is the same. Remember to set a high dbcache :)";;;;"962015602863845381";https://twitter.com/orionwl/status/962015602863845381
orionwl;2018-02-09 07:21;0;13;"Cool to see that that much build-system parallelism is available.";;;;"961983445483294720";https://twitter.com/orionwl/status/961983445483294720
orionwl;2018-02-08 00:09;0;1;"Gotta jumpstart those post-anthropocene ecosystems.";;;;"961512337843900416";https://twitter.com/orionwl/status/961512337843900416
orionwl;2018-02-07 02:17;0;1;"*Due to the internet* that successfully beat them for document and letter mail. So yes, subtleties matter.";;;;"961182124438163456";https://twitter.com/orionwl/status/961182124438163456
orionwl;2018-02-07 02:11;1;12;""Competes" also depends on how they play it. When people say that banks have no place in a cryptocurrency world, I remember e-mail didn't quite bankrupt the postal companies. They concentrated on package delivery, which is a larger business than ever.";;;;"961180733263040512";https://twitter.com/orionwl/status/961180733263040512
orionwl;2018-02-07 00:41;1;3;"Extraterrestrials that never understood humanity's propensity to create so many cars, and now watched us launching one into space, just classified humanity as a hazardous, out-of-control car-maximizer swarrm…";;;;"961157980191412224";https://twitter.com/orionwl/status/961157980191412224
orionwl;2018-02-06 01:30;0;0;"So I *think* the Apple II version did paging too. I'm not 100% sure as I never had that one, but paging code makes even more sense there than on the Atari ST which had higher memory / disk size ratio.";;;;"960807916235313152";https://twitter.com/orionwl/status/960807916235313152
orionwl;2018-02-06 01:04;0;0;"Apple and Atari ST SunDog were quite different in practice, due to different resolution/colors/memory, but not in that aspect. The p-system was available for many different computers, including the Apple II (see https:// en.wikipedia.org/wiki/UCSD_Pasc al … ), it was like an early precursor of the JRE.";;;;"960801364078223361";https://twitter.com/orionwl/status/960801364078223361
orionwl;2018-02-05 04:52;0;2;"SunDog (1984) did a similar thing, it used the p-system PASCAL interpreter, paging code from disk as needed. I made an implementation of the VM at some point ( https:// github.com/laanwj/sundog ). Interesting how computer tech seems to spiral around the same things while advancing.";;;;"960496275455205381";https://twitter.com/orionwl/status/960496275455205381
orionwl;2018-02-02 01:12;8;55;"Pretty good article. "You can build things that are really hard to shut down. Who would want that?" That's like asking "Why did DARPA create a computer network that can survive a nuclear attack. Who would want that?" Who wants robust infrastructure, only libertarians?";;;;"959353779815624704";https://twitter.com/orionwl/status/959353779815624704
orionwl;2018-02-01 02:56;0;7;"I do like the design of that router, how symmetric and organic it looks, should flip it over and add actuators to the legs/antennas and turn it into a crawly autonomous mesh networking node. Beat that, snakey.";;;;"959017624410689536";https://twitter.com/orionwl/status/959017624410689536
orionwl;2018-01-31 05:43;0;0;"What is the alternative? There's no way we can pretend to live in the 19th century, tech gives an insurmountable advantage, sort of an arms race. One could be choosy, selecting maybe less shiny and polished but more decentralized tech that's harder to control. But I digress.";;;;"958697203551342592";https://twitter.com/orionwl/status/958697203551342592
orionwl;2018-01-31 05:06;0;1;"I share Taleb's hope that having a currency outside total government control is "an insurance policy against an Orwellian future." But we can never be sure and it's not a panacea but maybe a small step.";;;;"958687966519611392";https://twitter.com/orionwl/status/958687966519611392
orionwl;2018-01-31 05:00;4;16;"Not that it's anything new. In the 40's they marked people for death with a hole in a specific place in a punch card. It's just that the kind of surveillance became so much cheaper. Adtech is basically a giant targeting machine, aching, in the eyes of some, to be used for more.";;;;"958686506784362498";https://twitter.com/orionwl/status/958686506784362498
orionwl;2018-01-31 04:46;3;15;"Not sure a tracking pixel can be classified as 'US technology' but this is sure a world we live in, the silly tricks we played with in the 90's are weaponized to have people end up in jail or worse… wonder if those that said that govts should learn tech are still so enthusiastic";;;;"958682791956250625";https://twitter.com/orionwl/status/958682791956250625
orionwl;2018-01-31 02:54;0;7;"Orichalcum.";;;;"958654798823378944";https://twitter.com/orionwl/status/958654798823378944
orionwl;2018-01-30 05:21;12;43;"Good! FYI we have PR like that for the bitcoin core wallet too: https:// github.com/bitcoin/bitcoi n/pull/12257 … https:// twitter.com/NicolasDorier/ status/958319764455247872 …";;;;"958329278348890113";https://twitter.com/orionwl/status/958329278348890113
orionwl;2018-01-30 04:40;2;9;"of course, the same game can be played on a state level. Full circle to the original Trojan horse.";;;;"958319083098910720";https://twitter.com/orionwl/status/958319083098910720
orionwl;2018-01-30 04:38;7;21;"it's eerily similar to the consumer tech market "Here is a shiny high-tech thing for virtually free*!" (*but it will follow and report your every move) https:// twitter.com/Dymaxion/statu s/958316348484063233 …";;;;"958318379403591680";https://twitter.com/orionwl/status/958318379403591680
orionwl;2018-01-30 03:02;2;6;"Yes I've also found the eclair android app is really easy to install and use, and robust, can certainly recommend it as first lightning wallet.";;;;"958294333085704192";https://twitter.com/orionwl/status/958294333085704192
orionwl;2018-01-30 01:07;0;1;"Nothing to see there, just a cloaked alien spaceship.";;;;"958265456808390656";https://twitter.com/orionwl/status/958265456808390656
orionwl;2018-01-29 01:17;1;6;"Introducing natural predators is all good and forward-looking, but then you have to deal with The Birds!";;;;"957905471972749312";https://twitter.com/orionwl/status/957905471972749312
orionwl;2018-01-28 03:14;11;34;"[A lot of things have been obvious long-term milestones since 2012 or so, but without someone coming forward to work on them, they'll remain like that forever. In open source, everything is built by contributors from the community that just show up]";;;;"957572541702397952";https://twitter.com/orionwl/status/957572541702397952
orionwl;2018-01-28 03:03;4;29;"Yep. There's nothing wrong with not knowing how bitcoin works, or not being able to write code, we have all been there. But please do so by reading a book or so, asking q's if you really don't get it, not by yelling and distracting people that do.";;;;"957569887358062592";https://twitter.com/orionwl/status/957569887358062592
orionwl;2018-01-28 02:54;1;19;"Waiting will do nothing for that. The project needs more contributors building things like that, using it, testing it etc!";;;;"957567581237534720";https://twitter.com/orionwl/status/957567581237534720
orionwl;2018-01-28 02:21;43;270;"And, please, direct all that energy into building things, like in the old days, instead of pointless arguing and complaining. None of cryptocurrency's teething problems is solved by that. Your concern troll of the day will be forgotten tomorrow.";;;;"957559150665494528";https://twitter.com/orionwl/status/957559150665494528
orionwl;2018-01-28 02:06;52;264;"a) Bitcoin Core is primarily full node software, which optionally includes a wallet, but that's not the primary focus. b) It was already renamed from "Bitcoin" to "Bitcoin Core" to distinguish between the network/currency and software, no use wasting time rebranding again. https:// twitter.com/CobraBitcoin/s tatus/957354423679897600 …";;;;"957555511683174400";https://twitter.com/orionwl/status/957555511683174400
orionwl;2018-01-26 02:03;0;2;"… and hope the Russian equivalent of 'cake' and 'flowers' that will undoubtedly follow won't be too nasty, or radioactive.";;;;"956830015236333569";https://twitter.com/orionwl/status/956830015236333569
orionwl;2018-01-26 01:52;0;2;"I do, I just have extremely mixed feelings about this hacker vs. hacker stuff. So I'll just get the popcorn.";;;;"956827068586778624";https://twitter.com/orionwl/status/956827068586778624
orionwl;2018-01-26 01:38;7;28;"Watch out! Dutch hackers, they're in your networks and peep through your video cameras https:// twitter.com/trbrtc/status/ 956627401357787137 …";;;;"956823763542257664";https://twitter.com/orionwl/status/956823763542257664
orionwl;2018-01-26 01:20;0;5;"Right. Many altcoins are cranks, and this is one of them. It's so bad that Joi Ito of Medialab posted a rebuke: https://www. media.mit.edu/posts/iota-res ponse/ …";;;;"956819015783141377";https://twitter.com/orionwl/status/956819015783141377
orionwl;2018-01-25 10:48;1;3;"Can it read ROM while executing from ROM? if so, if you find one instruction that reads memory, and you can feed it an arbitrary address, and you interrupt and read out the result, you could read the entire ROM. We did a similar trick for Nokia 3310 DSP ROM back in the day.";;;;"956599636327837697";https://twitter.com/orionwl/status/956599636327837697
orionwl;2018-01-24 08:06;0;2;"Their twitter seems to be @jamesl22 , added them earlier today";;@jamesl22;;"956196616494571522";https://twitter.com/orionwl/status/956196616494571522
orionwl;2018-01-24 07:22;0;0;"Not that I know of!";;;;"956185368734334976";https://twitter.com/orionwl/status/956185368734334976
orionwl;2018-01-24 07:10;0;0;"Thanks, added!";;;;"956182372126461952";https://twitter.com/orionwl/status/956182372126461952
orionwl;2018-01-24 06:17;0;2;"Both were added - thank you!";;;;"956169141819330562";https://twitter.com/orionwl/status/956169141819330562
orionwl;2018-01-22 02:32;1;1;"PM me an invoice for one satoshi and I'll try";;;;"955387619466272768";https://twitter.com/orionwl/status/955387619466272768
orionwl;2018-01-22 02:03;9;45;"This is the first time I change my twitter name in 10 years or so, make it count :)";;;;"955380312892207105";https://twitter.com/orionwl/status/955380312892207105
orionwl;2018-01-10 04:19;0;7;"Sure - not automatically, you'd have to configure the hidden service in tor.conf to forward connections to the RPC port + keep the name secret as it exposes a private service to the world. See "HidServAuth" tor conf directive as well.";;;;"951065860478824449";https://twitter.com/orionwl/status/951065860478824449
orionwl;2018-01-10 02:45;0;3;"FWIW it's a very minor change. If you don't happen to have the display unit set to micro-BTC already you won't see it.";;;;"951042230646689792";https://twitter.com/orionwl/status/951042230646689792
orionwl;2018-01-10 02:42;0;6;"I had to be - I think the points against are reasonable, but like the crypto* debate I don't think it's a battle worth fighting. Use of words evolves. If it fades out we can revert it again.";;;;"951041467316916224";https://twitter.com/orionwl/status/951041467316916224
orionwl;2018-01-04 23:44;0;0;"That said, I think everyone making music with OSS rolls their own tools, which is probably why there are so many half-finished, half-usable projects floating around :)";;;;"949184833619681281";https://twitter.com/orionwl/status/949184833619681281
orionwl;2018-01-04 23:33;0;0;"Yeep MIDI software disagrees on what the octave numbers range is, some count from -1 some 0, but within a program it's kind of surprising. I never got far with Rosegarden, most recently used Qtractor which I found better usable.";;;;"949182059737698304";https://twitter.com/orionwl/status/949182059737698304
orionwl;2018-01-03 23:37;59;219;"The market is irrational but I think it will work out in the long run. I remember how computer security wasn't taken seriously in the 90's. Decentralization is similarly abstract. Many will learn the hard way.";;;;"948820558350901248";https://twitter.com/orionwl/status/948820558350901248
orionwl;2017-12-25 22:49;12;52;"CRYPTO is short for CRYPTOzoology now get off my lawn you're chasing away the chupacabras by trying to use logic thx";;;;"945547077567832064";https://twitter.com/orionwl/status/945547077567832064
orionwl;2017-12-23 01:45;2;9;"it proves that it was already an issue at the time they posted the hash, and it wasn't made up later in response to other allegations against that person";;;;"944504194060386304";https://twitter.com/orionwl/status/944504194060386304
orionwl;2017-12-23 01:42;1;5;"could do a hash of some random text + the abuser's name, then reveal the random text as well as the name later on, without anyone being able to realistically brute-force it before";;;;"944503572036837376";https://twitter.com/orionwl/status/944503572036837376
orionwl;2017-12-22 05:38;1;5;"Yes, because complaining about well-known issues magically makes new devs materialize to solve them, as well as motivates people to spend more time on it. You're a hero.";;;;"944200376869359622";https://twitter.com/orionwl/status/944200376869359622
orionwl;2017-12-22 05:21;1;7;"Then get involved and help make things better! It is an open source project, it's not about group A versus B, and putting labels on the people that do happen to contribute doesn't make anyone's life better.";;;;"944196161711366144";https://twitter.com/orionwl/status/944196161711366144
orionwl;2017-12-22 04:51;4;38;"Fair enough, though I'd say companies spending a lot on fees have a larger and more urgent incentive to save on them than independent open source developers. They could at least help getting the PR merged by providing review/testing.";;;;"944188663906426883";https://twitter.com/orionwl/status/944188663906426883
orionwl;2017-12-22 03:26;1;10;"It would sure be good to have for some purposes! however there's noone that holds/distributes money in name of the project. That'd be a centralizing influence. People from multiple organizations cooperate in development, those orgs or individual devs could accept donations.";;;;"944167270410080256";https://twitter.com/orionwl/status/944167270410080256
orionwl;2017-12-22 03:15;0;9;"well - the Bitcoin Core software project does not have a donation address, the only way to do that would be to donate to individual contributors.";;;;"944164482321911808";https://twitter.com/orionwl/status/944164482321911808
orionwl;2017-12-22 02:51;2;20;"Everyone does, but I think real Dogecoin users would be insulted by the serious use of their coin.";;;;"944158557179711488";https://twitter.com/orionwl/status/944158557179711488
orionwl;2017-12-22 02:05;0;6;"That's so 2017 I have no other words for it...";;;;"944146907013812224";https://twitter.com/orionwl/status/944146907013812224
orionwl;2017-12-21 13:55;1;2;"When https:// github.com/bitcoin/bitcoi n/pull/11403 … is merged. Bitcoin could use your help in reviewing and testing the code change.";;;;"943963099513737216";https://twitter.com/orionwl/status/943963099513737216
orionwl;2017-12-21 13:42;0;5;"@ForkGenTech ?";;@ForkGenTech;;"943959937109065729";https://twitter.com/orionwl/status/943959937109065729
orionwl;2017-12-21 04:25;0;7;"Absolutely, they cost more fees. But depending on just how much is in these paper wallets, that might be negligible compared to the additional risk that 'rolling them forward' brings. It's up to you, just trying to clear up the misconception that they'll become unspendable.";;;;"943819703683878913";https://twitter.com/orionwl/status/943819703683878913
orionwl;2017-12-21 04:22;2;32;"That is unnecessary. Old UTXOs will not become unspendable at any time in the future due to segwit. You're not going to be "stuck" with them.";;;;"943818924742905856";https://twitter.com/orionwl/status/943818924742905856
orionwl;2017-12-21 02:40;0;2;"Don't be so insensitive, I feel that in my wrist, you know :)";;;;"943793255598223360";https://twitter.com/orionwl/status/943793255598223360
orionwl;2017-12-21 02:15;0;2;"I have "function lc() { cd "$1" && ls }", can save some typing while browsing directory trees that are not entirely familiar.";;;;"943787112603750400";https://twitter.com/orionwl/status/943787112603750400
orionwl;2017-12-20 02:45;0;1;"Schandalig, zeker in deze tijd.";;;;"943432271809392641";https://twitter.com/orionwl/status/943432271809392641
orionwl;2017-12-19 23:04;0;5;"Projects accepting monero or cryptokitties or something else are welcome too, but please don't hijack this thread into fight which one is better, let's try to respect each others projects for once.";;;;"943376425624719360";https://twitter.com/orionwl/status/943376425624719360
orionwl;2017-12-19 06:57;0;10;"One can build the whole thing from source ( https:// github.com/mozilla/gecko- dev … ) and it is available under a free software license, the MPL, that's enough to qualify for me. Also for Tor Browser is based on it.";;;;"943133307772030977";https://twitter.com/orionwl/status/943133307772030977
orionwl;2017-12-19 06:15;0;1;"Maybe I'm blind but I can't find anything about bitcoin on the Krita site";;;;"943122623243997185";https://twitter.com/orionwl/status/943122623243997185
orionwl;2017-12-19 06:10;9;72;"How could I forget: QubesOS";;;;"943121453737750528";https://twitter.com/orionwl/status/943121453737750528
orionwl;2017-12-19 06:00;140;342;"Some great open sw/hw projects that take #bitcoin donations (let me know if you have more): - Blender - FreeBSD - GnuPG - HardenedBSD - Joinmarket - Mozilla - OpenBSD - Tor - Yosys";;;#bitcoin;"943118800278482944";https://twitter.com/orionwl/status/943118800278482944
orionwl;2017-12-18 23:22;0;3;"To also embed the version number do: ./autogen.sh ./configure #you can --disable everything here doxygen doc/Doxyfile A "make docs" would be useful to have.";;;#you;"943018801133744131";https://twitter.com/orionwl/status/943018801133744131
orionwl;2017-12-18 04:46;0;1;"What a beautiful cover. Want!";;;;"942737719125520384";https://twitter.com/orionwl/status/942737719125520384
orionwl;2017-12-18 03:31;0;1;"If you want to get real pessimist: exchanging signals between planets is also unsanitary. For ex. in Vinge's Fire Upon the Deep, the blight takes over entire civs by co-opting their computational and neural infrastructure through specially crafted packets and Langford basilisks.";;;;"942718921949483009";https://twitter.com/orionwl/status/942718921949483009
orionwl;2017-12-18 00:40;0;9;"also looking at joining in this but another linux q: why do the instructions say "sudo ./hiddenwallet"? - root access seems unnecessary and dangerous here";;;;"942675896061882368";https://twitter.com/orionwl/status/942675896061882368
orionwl;2017-12-17 09:14;0;10;"oh that's good to know. Sent a few, hope it worked!";;;;"942442826499088384";https://twitter.com/orionwl/status/942442826499088384
